ad_window_id,window_name,ad_tab_id,tab_name,tablevel,tab_seq,whereclause,orderbyclause,filterclause,hqlwhereclause,hqlorderbyclause,hqlfilterclause,tablename,entity_classname,entity_alias,entity_javapackage,ad_field_id,field_name,field_isactive,isdisplayed,isreadonly,isshowninstatusbar,displaylogic,displaylogic_server,displaylogicgrid,field_seq,columnname,ad_reference_id,ismandatory,isupdateable,defaultvalue,fieldlength,valuemin,valuemax,ad_val_rule_id,readonlylogic,reference_name,callout_class
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,,Created,Y,N,Y,N,,,,99999,Created,16,Y,N,,19,,,,,DateTime,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,,CreatedBy,Y,N,Y,N,,,,99999,CreatedBy,30,Y,N,,22,,,,,Search,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,,DeliveryStatus,Y,N,Y,N,,,,99999,DeliveryStatus,11,N,N,,4,,,,,Integer,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,,EM_Etvfac_Reversed_Invoice,Y,N,Y,N,,,,99999,EM_Etvfac_Reversed_Invoice,30,N,Y,,32,,,,,Search,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,,FIN_Payment_Priority_ID,Y,N,Y,N,,,,99999,FIN_Payment_Priority_ID,19,N,Y,"@SQL=SELECT FIN_Payment_Priority_ID FROM FIN_Payment_Priority WHERE AD_ISORGINCLUDED( (CASE WHEN @#AD_Org_ID@='0' THEN (SELECT ad_org_id FROM ad_org WHERE name = ( SELECT min(o.name) FROM ad_org o join ad_orgtype ot on (o.ad_orgtype_id=ot.ad_orgtype_id) join ad_role_orgaccess ra on (o.ad_org_id=ra.ad_org_id) join ad_role r on (ra.ad_role_id = r.ad_role_id) WHERE ot.istransactionsallowed = 'Y' and r.ad_role_id=@AD_Role_ID@)) ELSE @#AD_Org_ID@ END), AD_Org_ID, @#AD_Client_ID@) <> -1 AND Isdefault = 'Y' ORDER BY Priority",32,,,,@Processed@='Y',TableDir,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,,Iscancelled,Y,N,Y,N,,,,99999,Iscancelled,20,Y,Y,N,1,,,,,YesNo,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,,PaymentStatus,Y,N,Y,N,,,,99999,PaymentStatus,11,N,N,,4,,,,,Integer,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,,Replacedorder_id,Y,N,Y,N,,,,99999,Replacedorder_id,18,N,Y,,32,,,,,Table,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,,Replacementorder_ID,Y,N,Y,N,,,,99999,Replacementorder_ID,18,N,Y,,32,,,,,Table,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,,RM_Pickfromreceipt,Y,N,Y,N,,,,99999,RM_Pickfromreceipt,28,N,Y,,1,,,,,Button,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,,Updated,Y,N,Y,N,,,,99999,Updated,16,Y,N,,19,,,,,DateTime,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,,UpdatedBy,Y,N,Y,N,,,,99999,UpdatedBy,30,Y,N,,22,,,,,Search,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3422,Client,Y,N,N,N,,,,,AD_Client_ID,19,Y,N,@AD_CLIENT_ID@,22,,,,@Processed@='Y',TableDir,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3421,Purchase Order,Y,N,N,N,,,,,C_Order_ID,13,Y,N,,32,,,,,ID,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3437,Accounting Date,Y,N,N,N,,,,,DateAcct,15,Y,Y,@#Date@,10,,,,@Posted@='Y',Date,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3462,Date printed,Y,N,N,N,,,,,DatePrinted,15,N,Y,,10,,,,,Date,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,802710,Delivery Location,Y,N,N,N,,,,,Delivery_Location_ID,18,N,Y,,22,,,167,,Table,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3463,Delivery Terms,Y,N,N,N,,,,,DeliveryRule,17,Y,Y,A,60,,,,@Processed@='Y',List,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,6505,Drop Ship Partner,Y,N,N,N,,,,,DropShip_BPartner_ID,95E2A8B50A254B2AAE6774B8C2F28120,N,Y,,22,,,,@Processed@='Y',OBUISEL_Selector Reference,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,6507,Drop Ship Location,Y,N,N,N,,,,,DropShip_Location_ID,18,N,Y,,22,,,120,@Processed@='Y' | @DocStatus@='TMP',Table,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,6504,Drop Ship Contact,Y,N,N,N,,,,,DropShip_User_ID,18,N,Y,,22,,,168,@Processed@='Y',Table,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3442,Invoice Terms,Y,N,N,N,,,,,InvoiceRule,17,Y,Y,D,60,,,1000200003,,List,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3423,Active,Y,N,N,N,,,,,IsActive,20,Y,Y,,1,,,,,YesNo,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3432,Delivered,Y,N,Y,N,,,,,IsDelivered,20,Y,N,,1,,,,,YesNo,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3433,Re-invoice,Y,N,Y,N,,,,,IsInvoiced,20,Y,N,,1,,,,,YesNo,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3434,Print,Y,N,Y,N,,,,,IsPrinted,20,Y,N,,1,,,,,YesNo,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3705,Selected,Y,N,N,N,,,,,IsSelected,20,Y,Y,,1,,,,,YesNo,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,6508,Self-Service,Y,N,Y,N,,,,,IsSelfService,20,Y,Y,,1,,,,,YesNo,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3465,Sales Transaction,Y,N,N,N,,,,,IsSOTrx,20,Y,Y,@IsSOTrx@,1,,,,,YesNo,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3466,Form of Payment,Y,N,N,N,@FinancialManagement@='',,,,PaymentRule,17,Y,Y,B,60,,,,@Processed@='Y',List,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3671,Posted,Y,N,N,N,@Processed@='Y' & @#ShowAcct@='Y',,,,Posted,28,Y,Y,N,60,,,,,Button,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3460,Processed,Y,N,N,N,,,,,Processed,20,Y,N,,1,,,,,YesNo,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,3445,Process Order,Y,N,N,N,,,,,Processing,28,N,Y,,1,,,,,Button,
181,Purchase Order,294,Header,0,10,C_Order.IsSOTrx='N',,,e.salesTransaction=false AND e.transactionDocument.return=false,,,C_Order,Order,,org.openbravo.model.common.order,CE4E26D99C3CC060E040007F010027BD,Reservation Status,N,N,N,N,,,,,SO_Res_Status,17,N,Y,,60,,,,,List,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3403,Line No.,Y,Y,N,N,,,,10,Line,11,Y,Y,"@SQL=SELECT COALESCE(MAX(Line),0)+10 AS DefaultValue FROM C_OrderLine WHERE C_Order_ID=@C_Order_ID@",10,,,,@Processed@='Y',Integer,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3386,Product,Y,Y,N,N,,,,20,M_Product_ID,30,Y,Y,,60,,,,@Processed@='Y',Search,org.openbravo.erpCommon.ad_callouts.SL_Order_Product
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3978FFA175BA4421802A4438BD3B67E3,Operative Quantity,Y,Y,N,N,@M_Product_Uom_Id@='',@UomManagement@='Y',,22,Aumqty,29,N,Y,,2,,,,@Processed@='Y',Quantity,org.openbravo.erpCommon.ad_callouts.OperativeQuantity_To_BaseQuantity
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3C5BC4B02999437AA5FC422C1C73C552,Alternative UOM,Y,Y,N,N,@M_Product_Uom_Id@='',@UomManagement@='Y',,25,C_Aum,18,N,Y,,32,,,5ABEE0829BD24BFB9BA454E607825821,@Processed@='Y',Table,org.openbravo.erpCommon.ad_callouts.OperativeQuantity_To_BaseQuantity
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3389,Ordered Quantity,Y,Y,N,N,,,,30,QtyOrdered,29,Y,Y,1,10,,,,@Processed@='Y' | (@IsSOTrx@='Y' & @ISLINKEDTOPRODUCT@='Y' & @PRODUCTTYPE@='S') | @UomManagement@='Y',Quantity,org.openbravo.erpCommon.ad_callouts.SL_Order_Amt
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3387,UOM,Y,Y,Y,N,,,,32,C_UOM_ID,19,Y,Y,,22,,,,@UomManagement@='Y',TableDir,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,BBC32E30B77E4EBCA3A8837AD4D2F01C,Goods Shipment Line,N,N,N,N,,,,35,M_Inoutline_ID,95E2A8B50A254B2AAE6774B8C2F28120,N,Y,,32,,,,,OBUISEL_Selector Reference,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,6535,Attribute Set Value,Y,Y,N,N,(@ATTRIBUTESET@!''&@ATTRSETVALUETYPE@!'F')|(@M_AttributeSetInstance_ID@!''&@M_AttributeSetInstance_ID@!'0'),,,40,M_AttributeSetInstance_ID,35,N,Y,,22,,,,@Processed@='Y' | @ATTRIBUTESETINSTANCIABLE@='Y',PAttribute,org.openbravo.erpCommon.ad_callouts.SL_Order_Amt
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,8580EEF58E4F4DF394E156390B8EE121,C_Return_Reason_ID,N,N,N,N,,,,50,C_Return_Reason_ID,19,N,Y,,32,,,88C0B1F928434B4EAAA9D07B2D2F63E1,,TableDir,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3396,Net Unit Price,Y,Y,N,N,,,,70,PriceActual,800008,Y,Y,,22,,,,@Processed@='Y' | @GROSSPRICE@='Y',Price,org.openbravo.erpCommon.ad_callouts.SL_Order_Amt
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,B3F4F8BB5D964059BC0708F37D378A1D,Gross Unit Price,Y,Y,N,N,@GROSSPRICE@='Y',,,75,Gross_Unit_Price,800008,N,Y,0,2,,,,@Processed@='Y' | @GROSSPRICE@='N',Price,org.openbravo.erpCommon.ad_callouts.SL_Order_Amt
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3416,Line Net Amount,Y,Y,N,N,,,,80,LineNetAmt,12,Y,Y,,22,,,,@Iseditlinenetamt@='N'|@GROSSPRICE@='Y',Amount,org.openbravo.erpCommon.ad_callouts.SL_Order_Amt
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,44023AE71D154D9DBE06532EDA193069,Line Gross Amount,Y,Y,Y,N,@GROSSPRICE@='Y',,,85,Line_Gross_Amount,12,N,Y,0,2,,,,,Amount,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3397,Tax,Y,Y,N,N,,,,90,C_Tax_ID,18,Y,Y,,22,,,5BEA56148DC74215A63927481BDC0B63,@Processed@='Y',Table,org.openbravo.erpCommon.ad_callouts.SL_Order_Amt
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3395,Net List Price,Y,Y,N,N,@GROSSPRICE@='N',,,100,PriceList,800008,Y,Y,,22,,,,@Processed@='Y',Price,org.openbravo.erpCommon.ad_callouts.SL_Order_Amt
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,C4EEBC80311BE6EEE040007F0100171C,Gross List Price,Y,Y,Y,N,@GROSSPRICE@='Y',,,105,GrossPriceList,22,N,Y,,12,,,,,Number,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3383,Discount %,Y,Y,N,N,,,,110,Discount,22,N,Y,0,22,,,,@Processed@='Y',Number,org.openbravo.erpCommon.ad_callouts.SL_Order_Amt
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3398,Description,Y,Y,N,N,,,,120,Description,14,N,Y,,2000,,,,,Text,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,7E37B8136CC575EFE040007F0100360F,Alternate Taxable Amount,Y,Y,N,N,@UsesAlternate@='Y',,,130,Taxbaseamt,12,N,Y,,12,,,,@Processed@='Y',Amount,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,61B11EA6D16C4948910D06E49A728085,Edit Line Net Amount,Y,N,N,N,,,,180,Iseditlinenetamt,20,N,Y,N,1,,,,@Processed@='Y',YesNo,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3DC4EA7018214268930D02DAC3E60487,Cancel Discounts and Promotions,Y,N,N,N,,,,240,CANCELPRICEAD,20,N,Y,N,0,,,,,YesNo,org.openbravo.erpCommon.ad_callouts.SL_Order_Amt
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,58795D116FE0409BAAF58D2F25CBA831,Base Gross Unit Price,Y,N,Y,N,@GROSSPRICE@='Y',,,241,grosspricestd,800008,Y,Y,0,12,,,,,Price,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,801513,Base Net Unit Price,Y,N,Y,N,@GROSSPRICE@='N',,,241,PriceStd,800008,Y,Y,0,12,,,,,Price,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3388,Warehouse,Y,N,N,N,@DirectShip@='N',,,242,M_Warehouse_ID,18,Y,Y,@M_Warehouse_ID@,22,,,,@OrderType@!'SO',Table,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3390,Reserved Quantity,Y,N,Y,N,@OrderType@='OB' | @OrderType@='SO' | @OrderType@='PO',,,243,QtyReserved,29,Y,N,,10,,,,,Quantity,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3391,Delivered Quantity,Y,N,Y,Y,@Processed@='Y' & @IsStocked@ = 'Y',,,244,QtyDelivered,29,Y,N,,10,,,,,Quantity,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3392,Invoiced Quantity,Y,N,Y,Y,@OrderType@='PO' | @Processed@='Y',,,245,QtyInvoiced,29,Y,N,,10,,,,,Quantity,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3393,Shipping Company,Y,N,N,N,@DeliveryViaRule@='S',,,246,M_Shipper_ID,19,N,Y,@M_Shipper_ID@,22,,,,,TableDir,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3404,Order Date,Y,Y,N,N,@showMRPandProductionFields@='Y',,,247,DateOrdered,15,Y,Y,@DateOrdered@,10,,,,,Date,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3405,Scheduled Delivery Date,Y,Y,N,N,@showMRPandProductionFields@='Y',,,248,DatePromised,15,N,Y,@DatePromised@,10,,,,,Date,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3408,Business Partner,Y,N,Y,N,,,,249,C_BPartner_ID,30,N,Y,@SQL=SELECT C_BPartner_ID AS DefaultValue FROM C_Order WHERE C_Order_ID=@C_Order_ID@,60,,,,@Posted@='Y',Search,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3412,Freight Amount,Y,N,N,N,@FreightCostRule@='L',,,250,FreightAmt,12,Y,Y,,22,,,,,Amount,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3413,Charge,N,N,N,N,,,,251,C_Charge_ID,19,N,Y,,22,,,,@Processed@='Y',TableDir,org.openbravo.erpCommon.ad_callouts.SL_Order_Charge_Tax
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3414,Partner Address,Y,N,N,N,,,,252,C_BPartner_Location_ID,19,N,Y,@C_BPartner_Location_ID@,22,,,167,,TableDir,org.openbravo.erpCommon.ad_callouts.SL_Order_Tax
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,800023,Order Quantity,Y,N,N,N,(@HASSECONDUOM@=1 & @UomManagement@!'Y')  | (@UomManagement@='Y' & @M_Product_Uom_Id@!''),,,260,QuantityOrder,29,N,Y,,10,,,,@Processed@='Y',Quantity,org.openbravo.erpCommon.ad_callouts.SL_Order_Conversion
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,800024,Order UOM,Y,N,N,N,(@HASSECONDUOM@=1 & @UomManagement@!'Y')  | (@UomManagement@='Y' & @M_Product_Uom_Id@!''),,,270,M_Product_Uom_Id,95E2A8B50A254B2AAE6774B8C2F28120,N,Y,,22,,,,@Processed@='Y',OBUISEL_Selector Reference,org.openbravo.erpCommon.ad_callouts.SL_Order_Conversion
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,CE883E35999D707CE040007F01002B1E,Manage Prereservation,Y,Y,N,N,@DOCSTATUS@='CO'&@StockReservations@!'',,,280,Manage_Prereservation,28,N,Y,,1,,,,,Button,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,CF13D66E0F6D42D297BF68A140620558,Quotation Line,N,Y,N,N,,,,280,Quotationline_ID,30,N,N,,32,,,,,Search,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,3409,Organization,Y,Y,N,N,@ACCT_DIMENSION_DISPLAY@,,,1900,AD_Org_ID,19,Y,Y,@AD_Org_ID@,22,,,53AE60A473D2460D8663D7A1BC5BA732,@Posted@='Y',TableDir,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,261A7EAD754E4802819F8174FE68F605,Project,Y,Y,N,N,@ACCT_DIMENSION_DISPLAY@,,,2000,C_Project_ID,30,N,Y,,32,,,,@Posted@='Y',Search,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,F479EC14852E449DB27CB79507FADF07,Cost Center,Y,Y,N,N,@ACCT_DIMENSION_DISPLAY@,,,2010,C_Costcenter_ID,95E2A8B50A254B2AAE6774B8C2F28120,N,Y,,32,,,,@Posted@='Y',OBUISEL_Selector Reference,
181,Purchase Order,293,Lines,1,20,,,,,lineNo,,C_OrderLine,OrderLine,,org.openbravo.model.common.order,447077B0E2C24FF89B65FAB45940BE9F,Asset,Y,Y,N,N,@$Element_AS@='Y',,,2020,A_Asset_ID,95E2A8B50A254B2AAE6774B8C2F28120,N,Y,,32,,,,@Posted@='Y',OBUISEL_Selector Reference,
